,artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,mood
407,Benson Boone,In The Stars,In The Stars,1ei3hzQmrgealgRKFxIcWn,0.362,0.54,10,-6.031,1,0.0528,0.0,0.139,0.3,78.007,216410,3,Sad
408,Taylor Swift,folklore,august,3hUxzQpSfdDqwM3ZTFQY0K,0.532,0.623,5,-9.208,1,0.0331,7.28e-05,0.0925,0.403,89.937,261923,4,Sad
409,Harry Styles,Harry Styles,Sign of the Times,5Ohxk2dO5COHF1krpoPigN,0.516,0.595,5,-4.63,1,0.0313,0.0,0.109,0.222,119.972,340707,4,Sad
410,Tate McRae,you broke me first,you broke me first,45bE4HXI0AwGZXfZtMp8JR,0.667,0.373,4,-9.389,1,0.05,0.0,0.0906,0.0823,124.148,169266,4,Sad
411,Coldplay,X&Y,Fix You,7LVHVU3tWfcxj5aiPFEW4Q,0.209,0.417,3,-8.74,1,0.0338,0.00196,0.113,0.124,138.178,295533,4,Sad
412,Powfu,death bed (coffee for your head),death bed (coffee for your head),7eJMfftS33KTjuF7lTsMCx,0.726,0.431,8,-8.765,0,0.135,0.0,0.696,0.348,144.026,173333,4,Sad
413,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",when the party's over,43zdsphuZLzwA9k4DJhU0I,0.367,0.111,4,-14.084,1,0.0972,3.97e-05,0.0897,0.198,82.642,196077,4,Sad
414,Taylor Swift,Red (Taylor's Version),All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),5enxwA8aAbwZbf5qCHORXi,0.631,0.518,0,-8.771,1,0.0303,0.0,0.088,0.205,93.023,613027,4,Sad
415,James Arthur,YOU,Car's Outside,0otRX6Z89qKkHkQ9OqJpKt,0.338,0.562,9,-7.181,1,0.029,0.0,0.107,0.259,149.907,248373,4,Sad
416,Kodaline,In A Perfect World (Expanded Edition),All I Want,0NlGoUyOJSuSHmngoibVAs,0.188,0.411,0,-9.733,1,0.0484,0.153,0.0843,0.159,187.376,305747,3,Sad
417,Calum Scott,Only Human (Deluxe),You Are The Reason,69vToJ9BMbbLlFZo7k7A7B,0.329,0.235,10,-7.699,1,0.0303,0.0,0.137,0.22,171.006,204326,3,Sad
418,NF,Perception,Let You Down,52okn5MNA47tk87PeZJLEL,0.662,0.714,5,-5.68,0,0.121,0.0,0.179,0.464,147.997,212120,4,Sad
419,Conan Gray,Kid Krow,Maniac,6KfoDhO4XUWSbnyKjNp9c4,0.628,0.639,8,-5.46,1,0.0435,0.0,0.354,0.493,108.045,185773,4,Sad
420,Alicia Keys,The Diary Of Alicia Keys,If I Ain't Got You,3XVBdLihbNbxUwZosxcGuJ,0.609,0.444,7,-9.129,1,0.106,6.86e-06,0.104,0.166,118.402,228707,3,Sad
421,Sufjan Stevens,Carrie & Lowell,Fourth of July,5Qnrgqy1pAm9GyNQOgyVFz,0.435,0.104,6,-22.39,0,0.0445,0.33,0.119,0.162,120.484,279316,4,Sad
422,Frank Ocean,Blonde,Ivy,2ZWlPOoWh0626oTaHrnl2a,0.575,0.386,9,-9.584,0,0.037,0.000289,0.229,0.466,116.408,249191,4,Sad
423,Ed Sheeran,÷ (Deluxe),Happier,2RttW7RAu5nOAfq6YFvApB,0.522,0.385,0,-7.355,1,0.0288,0.0,0.135,0.236,89.792,207520,4,Sad
424,James Arthur,Back from the Edge,Train Wreck,55Am8neGJkdj2ADaM3aw5H,0.311,0.485,6,-5.726,0,0.0365,0.0,0.0726,0.225,77.355,208827,4,Sad
425,Meghan Trainor,Title (Deluxe),Like I'm Gonna Lose You (feat. John Legend),2YlZnw2ikdb837oKMKjBkW,0.63,0.53,0,-7.259,1,0.0434,0.0,0.177,0.417,108.038,225053,3,Sad
426,Melanie Martinez,Cry Baby (Deluxe Edition),Pacify Her,360Wr96ywrCQq4kTAJ8Pq6,0.576,0.593,9,-6.024,0,0.0306,0.000767,0.237,0.373,157.993,220013,4,Sad
427,Calum Scott,Only Human (Deluxe),Dancing On My Own,2BOqDYLOJBiMOXShCV1neZ,0.681,0.174,1,-8.745,1,0.0315,3.35e-05,0.0983,0.231,112.672,260285,4,Sad
428,Post Malone,Stoney (Deluxe),I Fall Apart,75ZvA4QfFiZvzhj2xkaWAh,0.556,0.538,8,-5.408,0,0.0382,0.0,0.196,0.291,143.95,223347,4,Sad
429,Lauren Spencer Smith,Flowers,Flowers,6Z165JvPnS8PYvGW8oLGLc,0.684,0.449,3,-9.738,1,0.611,0.0,0.0881,0.341,66.165,157373,4,Sad
430,Dean Lewis,A Place We Knew,Half A Man,1ugQtcwmKOXvKAYzhjncmv,0.507,0.204,0,-11.575,1,0.0504,0.0,0.143,0.343,77.765,179120,4,Sad
431,James Arthur,Back from the Edge,Can I Be Him,0VhgEqMTNZwYL1ARDLLNCX,0.696,0.543,11,-6.164,1,0.0489,0.0,0.0939,0.479,107.969,246880,4,Sad
432,Lord Huron,Strange Trails,The Night We Met,0QZ5yyl6B6utIWkxeBDxQN,0.545,0.366,2,-9.51,1,0.0378,0.267,0.641,0.1,86.997,208212,3,Sad
433,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,Hold Me While You Wait,60iSKGrGazRzICtMjADNSM,0.688,0.53,11,-5.507,1,0.0333,0.0,0.0995,0.162,106.958,205687,4,Sad
434,Zoe Wees,Control,Control,50Td3qilgs8BLtv8mHyT1t,0.599,0.465,4,-4.95,1,0.0314,1.57e-06,0.149,0.0678,113.82,230880,4,Sad
435,Giveon,TAKE TIME,Like I Want You,6qBFSepqLCuh5tehehc1bd,0.678,0.355,10,-7.757,0,0.0627,7.06e-05,0.114,0.438,119.772,260776,3,Sad
436,gnash,us,"i hate u, i love u (feat. olivia o'brien)",7vRriwrloYVaoAe3a9wJHe,0.492,0.275,6,-13.4,0,0.3,0.0,0.101,0.18,92.6,251034,4,Sad
437,James Arthur,James Arthur (Deluxe),Impossible,5yVIlYEHZxQVLyInCdldoS,0.376,0.695,0,-4.782,0,0.0933,0.0,0.11,0.302,169.533,209440,4,Sad
438,Adele,30,I Drink Wine,6v0UJD4a2FtleHeSYVX02A,0.437,0.565,10,-5.596,1,0.0466,0.0,0.119,0.306,115.389,376169,4,Sad
439,One Direction,Midnight Memories (Deluxe),You & I,2afCBiru10AFckfOa49wIa,0.574,0.329,1,-6.829,1,0.0274,0.0,0.0986,0.356,130.993,237933,4,Sad
440,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",listen before i go,0tMSssfxAL2oV8Vri0mFHE,0.319,0.0561,0,-23.023,1,0.045,0.00384,0.388,0.082,79.764,242652,3,Sad
441,Conan Gray,Kid Krow,Wish You Were Sober,0kn2gu8Pd03DiYHzRvX2Xk,0.701,0.728,2,-5.226,1,0.0468,0.0,0.17,0.696,91.071,168880,4,Sad
442,Labrinth,Jealous - EP,Jealous,4G92yYrUs0cvY7G41YRI0z,0.439,0.153,1,-8.95,1,0.0479,0.0,0.107,0.104,116.76,287693,3,Sad
443,Jeremy Zucker,brent,you were good to me,4CxFN5zON70B3VOPBYbd6P,0.561,0.0848,2,-15.099,1,0.0404,2.62e-05,0.112,0.206,102.128,219147,4,Sad
444,Alex & Sierra,It's About Us,Little Do You Know,1almCHdsfikRPfVB9VrEdT,0.5,0.292,0,-8.554,1,0.0323,0.0,0.188,0.37,145.879,185200,4,Sad
445,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,Forever,12OLyHDxt6dqlAybSPFBK3,0.646,0.355,1,-7.119,1,0.0263,0.0,0.115,0.364,84.988,210863,4,Sad
446,Sam Smith,The Thrill Of It All (Special Edition),Too Good At Goodbyes,3VlbOrM6nYPprVvzBZllE5,0.681,0.372,5,-8.237,1,0.0432,0.0,0.169,0.476,91.873,201000,4,Sad
447,Adele,25,Love In The Dark,7B5Npv8NjjTCzk8PLpU66h,0.331,0.341,9,-6.057,0,0.0309,0.0,0.109,0.152,109.821,285935,4,Sad
448,Billie Eilish,No Time To Die,No Time To Die,73SpzrcaHk0RQPFP73vqVR,0.38,0.219,4,-13.273,0,0.0358,0.0104,0.0827,0.0517,73.537,242265,4,Sad
449,Ed Sheeran,÷ (Deluxe),Supermarket Flowers,4VuS959DSpr82t3qBqCrWG,0.589,0.242,6,-10.517,1,0.0442,0.0,0.0887,0.257,89.749,221107,4,Sad
450,LANY,Malibu Nights,Malibu Nights,0Eqg0CQ7bK3RQIMPw1A7pl,0.559,0.422,11,-11.89,1,0.195,1.99e-06,0.0853,0.191,74.002,286928,4,Sad
451,Passenger,All The Little Lights,Let Her Go,1KxwZYyzWNyZSRyErj2ojT,0.479,0.545,7,-7.346,1,0.0688,0.0,0.0963,0.243,74.897,252733,4,Sad
452,Conan Gray,Memories,Memories,7AYP21Q4qnxw2WxETEvSRb,0.34,0.684,11,-6.306,1,0.044,0.0,0.348,0.556,112.969,248819,4,Sad
453,Jeremy Zucker,glisten,all the kids are depressed,75ls0gurX68lUmMjE7QcsE,0.773,0.437,9,-8.281,1,0.0963,2.42e-05,0.544,0.707,103.861,169973,4,Sad
454,blackbear,deadroses,idfc,6y6jbcPG4Yn3Du4moXaenr,0.63,0.5,1,-8.755,0,0.0611,4.04e-05,0.114,0.315,144.871,245172,4,Sad
455,Haley Reinhart,Better,Can't Help Falling in Love,6yIHGmQLJxWAUZ1ZkENemN,0.41,0.0485,0,-13.918,1,0.038,0.0,0.108,0.247,137.97,173175,4,Sad
456,One Direction,Take Me Home (Expanded Edition),Little Things,0TAmnCzOtqRfvA38DDLTjj,0.709,0.22,7,-11.856,1,0.0327,0.0,0.175,0.53,110.076,219040,4,Sad
457,Lorde,Melodrama,Liability,6Kkt27YmFyIFrcX3QXFi2o,0.587,0.229,10,-11.254,0,0.128,0.0,0.1,0.379,75.67,171728,4,Sad
458,Adele,25,When We Were Young,7GgWAITsYJaRM3r50rfh5w,0.376,0.595,3,-5.936,1,0.0496,0.0,0.095,0.265,144.361,290900,4,Sad
459,Drake,Take Care (Deluxe),Marvins Room,047fCsbO4NdmwCBn8pcUXl,0.492,0.26,9,-17.341,0,0.0921,0.00178,0.0705,0.312,111.519,347227,5,Sad
460,Tom Odell,Long Way Down (Deluxe),Heal,4KlL5Bwlm4yHYxr0B2rHci,0.445,0.179,1,-12.938,1,0.0396,0.00056,0.107,0.119,72.246,193080,4,Sad
461,James TW,Chapters,When You Love Someone,0TXNKTzawI6VgLoA9UauRp,0.681,0.453,7,-6.09,1,0.0278,0.0,0.0543,0.348,125.772,216560,4,Sad
462,Charlie Puth,CHARLIE,Loser,1BCXUbnU0486n4eeTyyVIj,0.698,0.623,8,-7.845,0,0.037,0.0856,0.179,0.625,102.002,204376,4,Sad
463,John Mayer,Continuum,Slow Dancing in a Burning Room,2jdAk8ATWIL3dwT47XpRfu,0.667,0.361,1,-8.69,0,0.0273,0.00506,0.0805,0.29,134.018,242000,5,Sad
464,Lykke Li,sex money feelings die (slowed version),sex money feelings die - slowed version,0dkvbYmXYEPK7gGMdytmfI,0.797,0.44,5,-6.587,0,0.0594,1.57e-06,0.0849,0.436,111.014,168811,4,Sad
465,X Ambassadors,VHS,Unsteady,7lGKEWMXVWWTt3X71Bv44I,0.389,0.665,0,-6.169,1,0.0644,0.000732,0.116,0.199,117.055,193547,4,Sad
466,The 1975,"I like it when you sleep, for you are so beautiful yet so unaware of it",Somebody Else,5hc71nKsUgtwQ3z52KEKQk,0.61,0.788,0,-5.724,1,0.0585,0.0142,0.153,0.472,101.045,347520,4,Sad
467,Lewis Capaldi,Breach,Someone You Loved,2TIlqbIneP0ZY1O0EzYLlc,0.501,0.405,1,-5.679,1,0.0319,0.0,0.105,0.446,109.891,182161,4,Sad
468,Coldplay,Parachutes,Trouble,0R8P9KfGJCDULmlEoBagcO,0.565,0.546,11,-7.496,0,0.0314,0.0015,0.17,0.195,139.757,273427,4,Sad
469,Halsey,hopeless fountain kingdom (Deluxe),Sorry,44n97yHySt0Z9rqPaXgjCK,0.513,0.25,5,-9.376,0,0.0367,0.0,0.117,0.351,74.103,220541,4,Sad
470,Olivia O'Brien,hate u love u,hate u love u,6ATgDc6e4sPn84hvJsAmPt,0.407,0.416,6,-8.915,0,0.174,0.0,0.0981,0.246,176.947,175467,4,Sad
471,Taylor Swift,folklore,illicit affairs,2NmsngXHeC1GQ9wWrzhOMf,0.559,0.31,10,-10.445,1,0.0338,0.0,0.106,0.46,119.845,190898,4,Sad
472,Lauv,~how i'm feeling~,Who,0pSqYDTjY1Xt86usTQslAx,0.632,0.337,11,-8.0,0,0.033,0.0,0.104,0.0982,141.701,180413,3,Sad
473,Andra Day,Cheers to the Fall,Rise Up,0tV8pOpiNsKqUys0ilUcXz,0.398,0.316,1,-7.031,1,0.0368,0.0,0.295,0.174,118.582,253342,4,Sad
474,Christina Perri,lovestrong.,Jar of Hearts,0HZhYMZOcUzZKSFwPOti6m,0.349,0.348,3,-6.142,1,0.0316,0.0,0.12,0.0886,74.541,246587,4,Sad
475,Alessia Cara,The Pains Of Growing,Out Of Love,4WzhjxvLP95y7AMDy0Atwb,0.481,0.267,7,-9.249,1,0.0339,0.0,0.249,0.137,117.64,227693,3,Sad
476,NF,Mansion,Paralyzed,5DHQKZCOZhGNTbYBCekWx0,0.51,0.643,0,-6.602,1,0.0485,3.22e-06,0.101,0.0397,130.081,270453,4,Sad
477,Ruth B.,Lost Boy,Lost Boy,4h0zU3O9R5xzuTmNO7dNDU,0.71,0.0565,7,-15.099,1,0.0534,0.0,0.0889,0.348,123.994,275280,4,Sad
478,Linkin Park,One More Light,One More Light,3xXBsjrbG1xQIm1xv1cKOt,0.593,0.2,8,-11.063,1,0.0311,0.0,0.0897,0.17,83.966,255067,4,Sad
479,FINNEAS,Blood Harmony (Deluxe),Break My Heart Again,0DGh73t9eaZA3X3ZXHf4Qe,0.402,0.151,4,-14.228,0,0.04,0.0,0.0941,0.489,144.071,238013,4,Sad
480,Bon Iver,"For Emma, Forever Ago",Skinny Love,3B3eOgLJSqPEA0RfboIQVM,0.592,0.263,4,-14.029,0,0.0568,5.68e-06,0.127,0.109,76.366,238520,4,Sad
481,Harry Styles,Fine Line,To Be So Lonely,5JiH89mHrv9oWHlD0T326z,0.758,0.436,0,-7.269,1,0.0418,1.61e-05,0.335,0.605,104.959,192080,4,Sad
482,keshi,always,drunk,6D6HVKe7Qu3imn4zzJD0W9,0.691,0.389,4,-8.247,1,0.0367,0.0,0.0941,0.306,104.952,227032,4,Sad
483,Joji,Daylight,Daylight,6Ed1q0X8oSKSm4IIhiQbYg,0.528,0.749,7,-7.571,1,0.0479,9.6e-05,0.0949,0.729,163.944,163906,4,Sad
484,John Mayer,Continuum,Gravity,3SktMqZmo3M9zbB7oKMIF7,0.753,0.326,7,-9.883,1,0.0342,0.00131,0.24,0.237,123.799,245827,3,Sad
485,James Arthur,Naked,Naked,7krbSH3rd8lhIZvuzTV3Bl,0.529,0.607,6,-6.781,1,0.0574,0.0,0.0631,0.238,101.966,234107,4,Sad
486,mxmtoon,the masquerade,prom dress,2xCGBWfzTe8l2kvHpgvB6M,0.56,0.674,10,-6.048,1,0.0446,0.0,0.123,0.421,119.942,197933,4,Sad
487,Rihanna,A Girl Like Me,Unfaithful,13xxBnXOuiBxVxJI458B0i,0.588,0.391,0,-8.607,0,0.0334,0.0,0.227,0.349,144.069,226973,4,Sad
488,Adele,25,All I Ask,05TOt5Vz4StdjMpEdFPlvB,0.591,0.28,4,-5.494,1,0.0283,0.0,0.124,0.348,141.916,271800,4,Sad
489,John Mayer,Where the Light Is: John Mayer Live In Los Angeles,"Free Fallin' - Live at the Nokia Theatre, Los Angeles, CA - December 2007",4LloVtxNZpeh7q7xdi1DQc,0.315,0.296,5,-13.262,1,0.0315,0.0,0.702,0.435,173.509,263573,4,Sad
490,Birdy,Birdy,Skinny Love,4RL77hMWUq35NYnPLXBpih,0.379,0.29,4,-8.485,1,0.051,0.00106,0.118,0.169,166.467,201080,4,Sad
491,Tom Walker,Leave a Light On,Leave a Light On,6lOWoTqVnAWXchddtTH31W,0.586,0.624,5,-5.946,1,0.113,1.78e-06,0.133,0.267,68.976,185863,4,Sad
492,Lorde,Melodrama,Supercut,6K8VQ84MqhsoakN5MjrnVR,0.562,0.437,0,-10.229,1,0.052,2.18e-05,0.0806,0.15,124.852,277506,4,Sad
493,Sleeping At Last,Turning Page,Turning Page,2kfGoV9a5dbSKCNmUWH2ZF,0.307,0.371,3,-8.498,1,0.0288,0.0253,0.11,0.189,115.241,255893,3,Sad
494,Tate McRae,feel like shit,feel like shit,2EBnvom1dTybtm75a3Xh1T,0.508,0.378,7,-7.158,1,0.0473,0.0,0.119,0.161,144.962,204315,4,Sad
495,Usher,Confessions (Expanded Edition),Burn,7z3N2W7Xz1t2G2sAO8wFVH,0.796,0.477,1,-7.161,1,0.108,0.0,0.12,0.685,119.928,231933,4,Sad
496,Birdy,Not About Angels,Not About Angels,5sF7hdYvhrcgNq8NZjfK8L,0.405,0.111,0,-11.879,1,0.0369,4.37e-05,0.0872,0.219,116.86,189475,4,Sad
497,carolesdaughter,Violent,Violent,7CFfqRW50ffULvBv7lfIIg,0.797,0.755,2,-5.393,1,0.0293,2.26e-06,0.124,0.411,129.955,135878,4,Sad
498,Imagine Dragons,Evolve,Next To Me,31VOknKjFrEX47bZXzqcoF,0.301,0.672,2,-4.497,1,0.0623,3.1e-05,0.0609,0.384,169.497,230289,3,Sad
499,Post Malone,Twelve Carat Toothache (Deluxe),Waiting For Never,753lkDSNs2u188xbl8Vrnx,0.593,0.834,10,-3.738,1,0.0424,0.0,0.191,0.555,151.944,196987,4,Sad
500,The Walters,I Love You So,I Love You So,4SqWKzw0CbA05TGszDgMlc,0.575,0.648,10,-4.891,1,0.0358,0,0.115,0.466,75.977,160240,4,Sad
501,girl in red,we fell in love in october / October Passed Me By,we fell in love in october,6IPwKM3fUUzlElbvKw2sKl,0.566,0.366,7,-12.808,1,0.028,0.181,0.155,0.237,129.96,184154,4,Sad
502,Liana Flores,recently,rises the moon,51Grh1RyUDcMBbpuyUIUHI,0.483,0.129,5,-20.149,0,0.0349,0.145,0.106,0.203,137.35,161929,3,Sad
503,Cults,Offering,Gilded Lily,6PaWZ0PIMxx15YBgCohvXY,0.4,0.571,11,-6.534,0,0.0288,3.05e-05,0.519,0.146,61.859,212736,4,Sad
504,TV Girl,French Exit,Lovers Rock,6dBUzqjtbnIa1TwYbyw5CM,0.559,0.871,5,-5.338,0,0.0397,0.00545,0.096,0.572,104.97,213920,4,Sad
505,Cigarettes After Sex,Cigarettes After Sex,Apocalypse,3AVrVz5rK8Hrqo9YGiVGN5,0.369,0.467,5,-9.018,1,0.0274,0.46,0.109,0.174,94.473,290147,4,Sad
506,Sir Chloe,Party Favors,Sedona,2a2X0YHfFZtH3CuuNJy1JF,0.539,0.548,11,-5.41,1,0.0288,0,0.126,0.373,75.001,183600,4,Sad
507,Arctic Monkeys,Favourite Worst Nightmare (Standard Version),505,58ge6dfP91o9oXMzq3XkIS,0.52,0.852,0,-5.866,1,0.0543,5.79e-05,0.0733,0.234,140.267,253587,4,Sad
508,Radiohead,OK Computer,No Surprises,10nyNJ6zNy2YVYLrcwLccB,0.255,0.393,5,-10.654,1,0.0278,0.00361,0.113,0.118,76.426,229120,4,Sad
509,Frank Ocean,Blonde,Ivy,2ZWlPOoWh0626oTaHrnl2a,0.575,0.386,9,-9.584,0,0.037,0.000289,0.229,0.466,116.408,249191,4,Sad
510,Noah Cyrus,THE END OF EVERYTHING,July,6J2LdBN97cDWn0MLxYh9HB,0.708,0.186,9,-8.953,0,0.042,0,0.0779,0.322,72.541,156106,4,Sad
511,Cults,Static,Always Forever,2enPRFda84VE2wtI8c86Uf,0.174,0.742,8,-5.93,1,0.0485,0.281,0.198,0.36,163.378,223747,4,Sad
512,Mazzy Star,So Tonight That I Might See,Fade Into You,1LzNfuep1bnAUR9skqdHCK,0.42,0.33,9,-13.925,1,0.0275,0.000679,0.0677,0.175,157.143,295600,3,Sad
513,Mitski,Bury Me At Makeout Creek,First Love/Late Spring,3sslYZcFKtUvIEWN9lADgr,0.445,0.543,0,-8.196,1,0.0272,0.0137,0.202,0.102,99.963,278640,4,Sad
514,Rainbow Kitten Surprise,"How to: Friend, Love, Freefall",It's Called: Freefall,474uVhyGgK5MtY9gMcDgGl,0.744,0.516,2,-6.365,1,0.0513,0,0.605,0.281,97.944,152293,4,Sad
515,salvia palth,melanchole,i was all over her,7svpAkwc6xaSxlbZ7V7JiS,0.529,0.353,7,-12.835,1,0.0292,0.853,0.116,0.0601,104.557,161463,4,Sad
516,bôa,Twilight,Duvet,42qNWdLKCI41S4uzfamhFM,0.583,0.888,11,-9.414,0,0.0349,4.58e-05,0.0936,0.706,93.206,203600,4,Sad
517,girl in red,October Passed Me By,October Passed Me By,0AjcdGri5vhJsmZnduCEqd,0.445,0.367,0,-13.086,1,0.0452,0.075,0.0987,0.202,155.675,165592,4,Sad
518,Mitski,Bury Me At Makeout Creek,Francis Forever,5411TEB6tlzvuF5A4oyldr,0.535,0.448,2,-9.167,1,0.0279,1.94e-05,0.115,0.32,101.986,149680,4,Sad
519,Her's,Songs of Her's,What Once Was,1XrSjpNe49IiygZfzb74pk,0.526,0.877,3,-4.369,0,0.033,0.0108,0.223,0.436,145.568,255067,3,Sad
520,WILLIS,Locals 2,I Think I Like When It Rains,5S5u0EWtlblH00iTNExZ6X,0.622,0.471,9,-7.105,1,0.0277,0,0.0957,0.278,124.455,278293,4,Sad
521,Cavetown,This Is Home,This Is Home,7s8VgA8OjvwBUuigKzEGBx,0.811,0.266,7,-12.478,1,0.0406,1.05e-06,0.0962,0.211,130.044,226073,4,Sad
522,Lizzy McAlpine,five seconds flat,ceilings,2L9N0zZnd37dwF0clgxMGI,0.516,0.322,9,-11.762,1,0.0292,0.00194,0.215,0.261,148.005,182888,3,Sad
523,Manchester Orchestra,The Gold (Phoebe Bridgers Version),The Gold - Phoebe Bridgers Version,7qcXUzPwoxSBFxjTbNrV0B,0.299,0.399,10,-12.176,1,0.0376,0.00117,0.147,0.302,158.253,233227,3,Sad
524,The 1975,A Brief Inquiry Into Online Relationships,Be My Mistake,18UsAG7SfOQ5sxJEdjAMH0,0.572,0.155,6,-14.405,1,0.0344,0.000137,0.0906,0.0949,109.923,256689,3,Sad
525,girl in red,if i could make it go quiet,midnight love,32XaqPVTVkkuOiOPQZ3SpA,0.284,0.538,2,-9.894,0,0.0886,0.105,0.111,0.259,179.708,193929,3,Sad
526,Mitski,Puberty 2,I Bet on Losing Dogs,2Co0IjcLTSHMtodwD4gzfg,0.398,0.493,9,-9.561,1,0.0303,0.000157,0.106,0.412,82.048,170240,4,Sad
527,The Smiths,Louder Than Bombs,Back to the Old House - 2011 Remaster,6LUGvXEAK8WxIBYK43uoTb,0.626,0.488,2,-7.805,1,0.0253,0.000188,0.141,0.404,104.13,186627,3,Sad
528,mxmtoon,the masquerade,prom dress,2xCGBWfzTe8l2kvHpgvB6M,0.56,0.674,10,-6.048,1,0.0446,0,0.123,0.421,119.942,197933,4,Sad
529,Phoebe Bridgers,Punisher,Moon Song,46RNrAkGsqWTDrv2ZPOAbx,0.339,0.243,1,-12.512,1,0.056,0.00369,0.107,0.183,154.909,277677,3,Sad
530,The Strokes,Comedown Machine,"Call It Fate, Call It Karma",3Y4rUyw7XBCK6hGHCOt6rp,0.544,0.241,4,-14.779,0,0.03,0.774,0.101,0.359,109.437,204773,4,Sad
531,Alex G,Trick,Mary,5T0Ib1Hjhsua7qbGTczU7j,0.693,0.467,4,-9.558,0,0.043,0.452,0.107,0.402,105.958,197733,4,Sad
532,Bo Burnham,INSIDE,Look Who’s Inside Again,0lZZ8pibk6Zu3M9hTthk1a,0.643,0.331,2,-9.235,1,0.0387,0,0.373,0.648,160.006,83422,3,Sad
533,Cocteau Twins,The Moon and the Melodies,"Sea, Swallow Me",7vPHiwgCOAjSBRjAirbMvS,0.454,0.673,0,-13.425,1,0.0265,0.238,0.252,0.827,163.954,189040,3,Sad
534,Leith Ross,We'll Never Have Sex,We'll Never Have Sex,4zXuYQNDmw3dlauyc8q3Kd,0.365,0.07,2,-17.095,1,0.0838,0.000977,0.111,0.443,174.053,99621,3,Sad
535,Delaney Bailey,j's lullaby (darlin' i'd wait for you),j's lullaby (darlin' i'd wait for you),7LNm1oWd6PniO9wRYpNY5o,0.54,0.11,8,-19.885,1,0.0328,0.000614,0.0781,0.172,76.068,290132,4,Sad
536,Taylor Swift,folklore,betty,5kI4eCXXzyuIUXjQra0Cxi,0.593,0.377,0,-8.761,1,0.0253,0,0.0976,0.502,95.939,294521,4,Sad
537,Katie Gregson-MacLeod,complex (demo),complex (demo),1ovZe7upcqycTuPFfOg6kB,0.384,0.167,0,-9.92,1,0.0375,0,0.118,0.258,95.102,256108,4,Sad
538,Men I Trust,Numb,Numb,6Ijmj8Z0L31hCp5pLZnT5U,0.783,0.303,4,-14.393,1,0.0527,0.945,0.109,0.65,138.816,219340,4,Sad
539,girl in red,4am,4am,75enpZYDT6k0PNKu6SJ4W5,0.418,0.392,9,-13.771,1,0.0383,0.335,0.204,0.295,168.902,110862,4,Sad
540,Phoebe Bridgers,So Much Wine,So Much Wine,4ZPNGLtydYARKP681L3TAF,0.524,0.501,0,-8.99,1,0.03,1.08e-05,0.102,0.386,126.017,243601,4,Sad
541,Current Joys,A Different Age,Fear,4rHfpAN2CK3H6eRWd7j7E0,0.716,0.447,2,-8.314,1,0.0388,0.429,0.0855,0.506,93.955,216540,4,Sad
542,Harriette,at least i'm pretty,at least i'm pretty,69BSm4vFLLo4L8nUulybMc,0.86,0.422,1,-9.785,1,0.0296,0.00449,0.139,0.523,99.958,106800,4,Sad
543,Simon & Garfunkel,Sounds Of Silence,April Come She Will,0djZ2ndRfAL69WYNra5jRC,0.489,0.186,9,-16.237,1,0.029,0.000152,0.2,0.349,102.245,109387,4,Sad
544,Pity Party (Girls Club),Hard Times / Bad Trips,I hope that you think of me,42LY6qYxu3L6nJ7Dt72gNy,0.845,0.455,3,-9.857,1,0.045,6.41e-05,0.108,0.65,105.0,128000,4,Sad
545,Cigarettes After Sex,You're All I Want,You're All I Want,0EUw3ZK8Ti14t6R6FOP8Ty,0.438,0.47,5,-10.94,1,0.0243,0.821,0.113,0.282,92.653,264453,4,Sad
546,Charlotte Day Wilson,CDW,Work,1knUACOt5yfNAYn7gnYQVt,0.623,0.296,1,-8.036,1,0.0311,0.211,0.0801,0.158,129.949,224482,3,Sad
547,Ethel Cain,Preacher’s Daughter,American Teenager,4ltqfN12ohaVZdM6C45gMg,0.415,0.748,4,-5.008,1,0.0481,0,0.0903,0.154,120.056,258419,4,Sad
548,Peach Pit,Being So Normal,Tommy's Party,5OuJTtNve7FxUX82eEBupN,0.565,0.438,7,-8.722,1,0.0311,0.0469,0.108,0.211,133.949,361760,4,Sad
549,The 1975,All I Need To Hear,All I Need To Hear,42Q00bTTgyQhPE2FVWaoJE,0.4,0.245,11,-10.227,1,0.0344,0.00131,0.119,0.21,136.553,210447,3,Sad
550,Lizzy McAlpine,Give Me A Minute,Pancakes for Dinner,1WThEmIxSyaqG6fVsyCmcL,0.753,0.266,11,-11.453,1,0.0478,0,0.11,0.321,142.026,235035,4,Sad
551,dodie,Human,She,45h4w81P5iJJTSeR0jJUQ8,0.479,0.154,2,-15.051,1,0.0369,0.0261,0.11,0.232,92.457,213612,4,Sad
552,Crawlers,Crawlers - EP,Come Over (Again),4PDJDIdWxNN1AlnbrKkoPf,0.498,0.713,2,-7.738,1,0.0278,0,0.0675,0.235,93.018,254419,4,Sad
